0	1.83507e-23	0	2.71429e-25	0	1.48881e-23	2.21872e-23	3.08733e-25	0	3.5198e-24	4.25217e-24	1.51884e-24	0	0	0	8.93737e-26	0	6.82697e-24	7.0178e-24	
0.01	-0.00677408	0.0766238	-0.119975	0.0727341	-0.00773102	0.000553832	-0.119985	-0.0198333	0.0206264	-0.0567475	0.119977	-0.0188349	-0.000170438	-0.0103271	0.119983	0.0326687	-0.000603995	-0.00323418	
0.02	-0.0131568	0.146351	-0.23995	0.138665	-0.0145297	0.000498226	-0.239969	-0.0368783	0.0385882	-0.106975	0.239954	-0.0356174	0.000130231	-0.0207333	0.238411	0.0630768	-0.0157707	-0.0243357	
0.03	-0.0190115	0.208972	-0.359148	0.198373	-0.0205103	-0.000108525	-0.351179	-0.0514482	0.0541778	-0.151403	0.359935	-0.0505448	0.000874748	-0.0312275	0.344233	0.091549	-0.0285178	-0.044383	
0.04	-0.0242433	0.265336	-0.467514	0.252431	-0.0257735	-0.00121448	-0.449851	-0.0638222	0.0676605	-0.190667	0.475284	-0.063797	0.00202984	-0.0418124	0.437344	0.118352	-0.0391098	-0.0618015	
0.05	-0.0287903	0.316183	-0.563301	0.30139	-0.0304075	-0.00277323	-0.537417	-0.074248	0.079339	-0.225362	0.577378	-0.0755503	0.00358765	-0.0525074	0.519194	0.143771	-0.047779	-0.0768746	
0.06	-0.0326169	0.362152	-0.647958	0.345767	-0.0344903	-0.0047435	-0.61518	-0.0829466	0.089382	-0.255968	0.667673	-0.0859252	0.00550176	-0.0632987	0.591082	0.167965	-0.0547354	-0.0898345	
0.07	-0.0357178	0.403794	-0.722767	0.386037	-0.0380901	-0.00708767	-0.684257	-0.0901157	0.0979816	-0.282923	0.747539	-0.0950468	0.00777595	-0.0742062	0.654154	0.191177	-0.060165	-0.100904	
0.08	0.00888907	0.441581	-0.767991	0.407943	-0.0412665	-0.00977172	-0.74566	-0.0959316	0.105313	-0.306623	0.818166	-0.10303	-0.00304653	-0.0852318	0.655462	0.213574	-0.0642296	-0.110284	
0.09	0.0452378	0.475926	-0.828757	0.442935	-0.0440723	-0.0127656	-0.800274	-0.100551	0.111536	-0.327421	0.88063	-0.109976	-0.0309246	-0.096374	0.690839	0.235302	-0.0670718	-0.118171	
0.1	0.0759519	0.507004	-0.882427	0.474608	-0.0562311	-0.0148027	-0.781336	-0.104221	0.116847	-0.345678	0.935872	-0.116011	-0.0350696	-0.107355	0.740904	0.256092	-0.0689742	-0.124809	
0.11	0.0792996	0.535313	-0.929784	0.503482	-0.0573126	-0.0168509	-0.809924	-0.106949	0.121312	-0.361632	0.984712	-0.121184	-0.0256795	-0.118488	0.784657	0.276508	-0.069884	-0.130238	
0.12	0.0676697	0.561103	-0.971556	0.52983	-0.0582729	-0.0208059	-0.857962	-0.108851	0.125041	-0.37553	1.0279	-0.125567	-0.0166383	-0.129777	0.822825	0.29669	-0.0699047	-0.134571	
0.13	0.0556289	0.58459	-1.00836	0.553889	-0.0591285	-0.0249538	-0.900763	-0.110028	0.12813	-0.387591	1.06607	-0.12922	-0.0078734	-0.141221	0.856041	0.316731	-0.0691301	-0.137914	
0.14	0.0455031	0.605947	-1.04078	0.575842	-0.0598936	-0.0292792	-0.93893	-0.110572	0.130663	-0.398004	1.09983	-0.132194	0.000699444	-0.152826	0.884875	0.336749	-0.0676453	-0.140349	
0.15	0.0376673	0.625488	-1.06945	0.59529	-0.0605827	-0.0339008	-0.973068	-0.110471	0.132683	-0.406892	1.12965	-0.134488	0.00932323	-0.164895	0.909706	0.35731	-0.0653589	-0.14187	
0.16	0.0324355	0.643319	-1.09525	0.611248	-0.0612038	-0.0386586	-1.00357	-0.109906	0.134286	-0.414429	1.15602	-0.136166	0.0178597	-0.177092	0.931109	0.377949	-0.0625174	-0.142665	
